task_name,task_checksum,harnesses_tried,attempts,graded_attempts,successful_attempts,best_accuracy_rate,accuracy_winner_harnesses,accuracy_winner_samples,solved_by_harnesses,lowest_success_tokens,token_winner_harness,token_winner_variant,token_winner_job,lowest_success_cost_usd,cost_winner_harness,cost_winner_variant,cost_winner_job,fastest_success_seconds,time_winner_harness,time_winner_variant,time_winner_job
instance_ansible__ansible-748f534312f2073a25a87871f5bd05882891b8c4-v0f01c69f1e2528b935359cfe578530722bca2c59,7e4d729eb142cb5415370a37c51beaf986f95684121cfb26142b00adfe39ea3a,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,166721,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,0.0363,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,300,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6
instance_ansible__ansible-77658704217d5f166404fc67997203c25381cb6e-v390e508d27db7a51eece36bb6d9698b63a5b638a,e9c573e26943894c42527e81071589cfcfcc6b48cdf799dbc371f4060aea83c2,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,9,9,5,1.0,claude-code,claude-code 5/6,claude-code,509392,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e,0.6098,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e,143,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e
instance_ansible__ansible-7e1a347695c7987ae56ef1b6919156d9254010ad-v390e508d27db7a51eece36bb6d9698b63a5b638a,62188d22f8c40da826d3a2e965a7f6913ccd354c791623aaa2daa196391552ad,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,6,2,1.0,claude-code,claude-code 2/3,claude-code,1731277,claude-code,claude-code | /mnt/glm-5.2-nvfp4 | e2b | python,2f892e769696,1.6683,claude-code,claude-code | /mnt/glm-5.2-nvfp4 | e2b | python,2f892e769696,316.2,claude-code,claude-code | /mnt/glm-5.2-nvfp4 | e2b | python,2f892e769696
instance_ansible__ansible-811093f0225caa4dd33890933150a81c6a6d5226-v1055803c3a812189a1133297f7f5468579283f86,d7d9eba437b06f6b6a0fd8588f711346b92f31d80042e6c5c9f22c4b03217207,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,12,12,7,1.0,claude-code,claude-code 7/8,claude-code,2850490,claude-code,claude-code | /mnt/glm-5.2-nvfp4 | e2b | python,c7c9c0c7fbc8,2.9045,claude-code,claude-code | /mnt/glm-5.2-nvfp4 | e2b | python,c7c9c0c7fbc8,384.5,claude-code,claude-code | /mnt/glm-5.2-nvfp4 | e2b | python,c7c9c0c7fbc8
instance_ansible__ansible-8127abbc298cabf04aaa89a478fc5e5e3432a6fc-v30a923fb5c164d6cd18280c02422f75e611e8fb2,2becd08280732ef9343e35de68a218b1fd42ddf1914dae1ff835620740f99b6f,claude-code; mini-swe-agent; mini-swe-agent-pypi,4,4,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,5853921,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.9736,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,714.8,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-83909bfa22573777e3db5688773bda59721962ad-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,c54c6708b1d31257371bd94a66369cb18204e32182b932b8856bc330e01d2214,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/2,claude-code,2319247,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,2.1469,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,748,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8
instance_ansible__ansible-83fb24b923064d3576d473747ebbe62e4535c9e3-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,1be25ba7464a680976e8bfa5a00939921d585174ce23c56a7179a07021125c30,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,0,0.0,,,,,,,,,,,,,,,
instance_ansible__ansible-9142be2f6cabbe6597c9254c5bb9186d17036d55-v0f01c69f1e2528b935359cfe578530722bca2c59,8380f7185f59e35393b46286bf492d0e545e94d04a483368fab04a5ad4ce644e,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent,claude-code 1/2; mini-swe-agent 1/2,claude-code; mini-swe-agent,1575115,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,0.3102,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,386.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-935528e22e5283ee3f63a8772830d3d01f55ed8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,6d920733322185c49eb93a909070adacbb18c1be524236090bccd58e515cf818,claude-code; mini-swe-agent; mini-swe-agent-pypi,4,4,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,3093278,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1.5222,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,238.5,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-942424e10b2095a173dbd78e7128f52f7995849b-v30a923fb5c164d6cd18280c02422f75e611e8fb2,5244a7772e871c1eaeeb2a0783e715c3d1ffffe6e31c9a9dbc5d54b7afeae512,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,1611045,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,0.2907,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,339,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6
instance_ansible__ansible-949c503f2ef4b2c5d668af0492a5c0db1ab86140-v0f01c69f1e2528b935359cfe578530722bca2c59,0742849480619eea5a8212d50471b9c2dfe0943587affade2bd7b1c5fff9fb8d,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/2,claude-code,5830711,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,5.9423,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1215.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-9759e0ca494de1fd5fc2df2c5d11c57adbe6007c-v1055803c3a812189a1133297f7f5468579283f86,9f3e4af81316cc183a4f51c45743c47436051c090114903d97874e30d0b1a015,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/2,claude-code,4914862,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,4.7068,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,1209.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8
instance_ansible__ansible-984216f52e76b904e5b0fa0fb956ab4f1e0a7751-v1055803c3a812189a1133297f7f5468579283f86,8440f9abd6364c831af7ae9913461e5d48d8e930351dc0c2e5c439bfd588b6dc,claude-code; mini-swe-agent; mini-swe-agent-pypi,4,4,1,1.0,claude-code,claude-code 1/2,claude-code,15553004,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,12.1141,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1464.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-9a21e247786ebd294dafafca1105fcd770ff46c6-v67cdaa49f89b34e42b69d5b7830b3c3ad3d8803f,3b54ef88de03f2511c2a322d65134a9dd48140dc4f135f50af0b575000d9037f,claude-code; mini-swe-agent; mini-swe-agent-pypi,9,9,4,1.0,claude-code,claude-code 4/6,claude-code,565545,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,55b03f849574,0.735,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,55b03f849574,218,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-a02e22e902a69aeb465f16bf03f7f5a91b2cb828-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,0dbc448ffc463c12d8f711c5154f2b998f1faa7f9f84b7a618419ff3d4027f3f,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,10,10,8,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 6/6; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,3263559,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,0.5632,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,710.1,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e
instance_ansible__ansible-a1569ea4ca6af5480cf0b7b3135f5e12add28a44-v0f01c69f1e2528b935359cfe578530722bca2c59,51c847d52cfb34f4b3ad1b33e59a13abd7a8a8d35b021cc0e83c909738f32303,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,1,1.0,claude-code,claude-code 1/4,claude-code,1752981,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428,1.9333,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428,1276.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428
instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86,4cc53f31f88ea919d37d445f6dd8fd6e6ebd1831b9a19b923a056f6ae8a0bf07,claude-code; mini-swe-agent; mini-swe-agent-pypi,4,4,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1245113,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.25,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,291.7,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-a26c325bd8f6e2822d9d7e62f77a424c1db4fbf6-v0f01c69f1e2528b935359cfe578530722bca2c59,fc307cadf1a5f9cc6c4e6ad1239f76530324104524ce79559e37895d686bc12d,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,2718296,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,0.4727,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,275.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-a6e671db25381ed111bbad0ab3e7d97366395d05-v0f01c69f1e2528b935359cfe578530722bca2c59,f012351f84d1a375349e58857b96fa1a498322cbdea86075560f1e57daef31db,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,5,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 3/4; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,218277,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,0.0516,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,96,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e
instance_ansible__ansible-a7d2a4e03209cff1e97e59fd54bb2b05fdbdbec6-v0f01c69f1e2528b935359cfe578530722bca2c59,5fb410b3a9c677f16e44205ef946d63df067bd9a112393f4e8b1fa0871171962,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,984833,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.1727,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,159.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-b2a289dcbb702003377221e25f62c8a3608f0e89-v173091e2e36d38c978002990795f66cfc0af30ad,ae043ad4a37b630fd7725d9c6623372650db6afc7c428565a296d1d0158188e7,claude-code; codex; mini-swe-agent; mini-swe-agent-pypi; pi,16,12,8,1.0,claude-code; mini-swe-agent-pypi,claude-code 7/8; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,5326380,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,55b03f849574,2.2937,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,741.9,claude-code,claude-code | glm-5.2 | e2b | python,18e979aa01bb
instance_ansible__ansible-b5e0293645570f3f404ad1dbbe5f006956ada0df-v0f01c69f1e2528b935359cfe578530722bca2c59,564722d326e567a81cadf815f42a61a9665f11635af4831fba5d5c0398593479,claude-code; mini-swe-agent; mini-swe-agent-pypi,4,4,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,808333,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.1618,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,789.5,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_ansible__ansible-b6290e1d156af608bd79118d209a64a051c55001-v390e508d27db7a51eece36bb6d9698b63a5b638a,4cad94c0815b419d344f208241dc1087f03b1ae651e225d703949855042c97f7,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/2,claude-code,1905670,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1.6647,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,781.7,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-b748edea457a4576847a10275678127895d2f02f-v1055803c3a812189a1133297f7f5468579283f86,20ca71a76e6bad8c292413845882c1a2f95eb28cf16e9d82bbf942e8e2baaf6b,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,0,0.0,,,,,,,,,,,,,,,
instance_ansible__ansible-b8025ac160146319d2b875be3366b60c852dd35d-v0f01c69f1e2528b935359cfe578530722bca2c59,97884a0b8a39bdd51ee22f4fa574438396699a0461c357752d0f5dd48478f3ee,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent,claude-code 1/2; mini-swe-agent 1/2,claude-code; mini-swe-agent,1726553,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,0.3293,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,517.2,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6
instance_ansible__ansible-be2c376ab87e3e872ca21697508f12c6909cf85a-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,09f830ea1ed4f19b0cbbb8e229f4467f02f42a4c1f212691009d6fbba450cfa0,claude-code; mini-swe-agent; mini-swe-agent-pypi,4,4,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,528904,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.2633,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,340.5,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-be59caa59bf47ca78a4760eb7ff38568372a8260-v1055803c3a812189a1133297f7f5468579283f86,03d7b89fa6aafdb4a02adc047c8e7c6f1b770ed5e5fed040d24738d629740637,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent,claude-code 1/2; mini-swe-agent 1/2,claude-code; mini-swe-agent,882613,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.1897,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,166.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-bec27fb4c0a40c5f8bbcf26a475704227d65ee73-v30a923fb5c164d6cd18280c02422f75e611e8fb2,4e68b76c754b80c5c45c83284e4ed43086542b714a79216b67942bf5983df647,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,1,1.0,claude-code,claude-code 1/3,claude-code,3373187,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,2.8404,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,569.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-bf98f031f3f5af31a2d78dc2f0a58fe92ebae0bb-v1055803c3a812189a1133297f7f5468579283f86,5d60623c0357d7362590c2d985c00185c6cea5ee7dcda1654c63effa6fdc8e83,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,0,0.0,,,,,,,,,,,,,,,
instance_ansible__ansible-c1f2df47538b884a43320f53e787197793b105e8-v906c969b551b346ef54a2c0b41e04f632b7b73c2,cfb3973185e8e665d07bd030e748034351bfa221fb8c9b0ca91f9fba279c72e7,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,3612414,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.7657,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,366.8,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-c616e54a6e23fa5616a1d56d243f69576164ef9b-v1055803c3a812189a1133297f7f5468579283f86,866ae97e503ac9fdf848312b378649081d0ca2a33d0bc135f9e27dfd0a00e008,claude-code; mini-swe-agent; mini-swe-agent-pypi,4,4,1,1.0,claude-code,claude-code 1/2,claude-code,6710795,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,8.1005,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,803.8,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-cb94c0cc550df9e98f1247bc71d8c2b861c75049-v1055803c3a812189a1133297f7f5468579283f86,fb0629c94b19ac32923f127b7c1d083cbd046cc56ecc12d208260269a64bf781,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,3335249,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,0.5691,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,597.1,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6
instance_ansible__ansible-cd473dfb2fdbc97acf3293c134b21cbbcfa89ec3-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,4c48d995818e75124bc94e829372548711317ff811eac8f9942d1a2076e9665d,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/2,claude-code,1492032,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1.7505,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,268.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-cd9c4eb5a6b2bfaf4a6709f001ce3d0c92c1eed2-v0f01c69f1e2528b935359cfe578530722bca2c59,38fd175fee01bdd099561ec8fd8931e12938839a4e40fbb009c74756e5bc43c5,claude-code; mini-swe-agent; mini-swe-agent-pypi,9,9,5,1.0,claude-code,claude-code 5/6,claude-code,398077,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e,0.4018,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e,96.5,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e
instance_ansible__ansible-d2f80991180337e2be23d6883064a67dcbaeb662-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,0c4b3e99de15f6dc4d55721a297c83d70a3d9f64f4392ad08981c2440f934e92,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,0,0.0,,,,,,,,,,,,,,,
instance_ansible__ansible-d30fc6c0b359f631130b0e979d9a78a7b3747d48-v1055803c3a812189a1133297f7f5468579283f86,4bce552c7ec25396a5b700c629b41381c2895d20c0ea236adde14ba1990155e8,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/2,claude-code,4738209,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,4.0021,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,823.5,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-d33bedc48fdd933b5abd65a77c081876298e2f07-v0f01c69f1e2528b935359cfe578530722bca2c59,6f43f9151f8271d056732d2782035994e22470f16abf061ff9b06b2a4a4f22d0,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/2,claude-code,5979914,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,5.783,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,524.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_ansible__ansible-d58e69c82d7edd0583dd8e78d76b075c33c3151e-v173091e2e36d38c978002990795f66cfc0af30ad,15dd2991adc546204e62f2ad1f9b391780cedb48e33f6a6eb5e61171ae08d914,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,mini-swe-agent-pypi,mini-swe-agent-pypi 1/1,mini-swe-agent-pypi,9548275,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,1.6675,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,1715.7,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_ansible__ansible-d62496fe416623e88b90139dc7917080cb04ce70-v0f01c69f1e2528b935359cfe578530722bca2c59,da2c15caf5f96f59261c8b14ed1bf69e36ca051485f7795a40bea285409dbeb1,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,2,1.0,claude-code,claude-code 2/4,claude-code,392021,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e,0.5411,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e,179.9,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e
instance_ansible__ansible-d6d2251929c84c3aa883bad7db0f19cc9ff0339e-v30a923fb5c164d6cd18280c02422f75e611e8fb2,36529eaf185844df76200e1ddff2095f733957fc676be246e37a83a7f7b2bb13,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,3,1.0,claude-code; mini-swe-agent; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent; mini-swe-agent-pypi,2693667,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.676,mini-swe-agent,mini-swe-agent | subconscious/tim-qwen3.6-27b | e2b | python,2f58c5373fa6,485.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
